window,seq_auc,relaxed_auc,diff
1752,0.9226,0.9004,-0.0222
1753,0.8858,0.9062,0.0204
1754,0.8418,0.8570,0.0152
1755,0.8860,0.8874,0.0014
1756,0.8388,0.8430,0.0042
1757,0.8436,0.9164,0.0728
1758,0.9000,0.9062,0.0062
1759,0.8254,0.8540,0.0286
1760,0.8908,0.8822,-0.0086
1761,0.9120,0.9016,-0.0104
1762,0.8530,0.8610,0.0080
1763,0.8868,0.8780,-0.0088
1764,0.8694,0.8686,-0.0008
1765,0.9526,0.9502,-0.0024
1766,0.8706,0.8728,0.0022
1767,0.8946,0.9002,0.0056
1768,0.9274,0.9356,0.0082
1769,0.8428,0.8750,0.0322
1770,0.9126,0.8918,-0.0208
1771,0.9078,0.9012,-0.0066
1772,0.8922,0.8932,0.0010
1773,0.8646,0.8790,0.0144
1774,0.8750,0.8858,0.0108
1775,0.9148,0.8980,-0.0168
1776,0.8604,0.8314,-0.0290
1777,0.9040,0.8854,-0.0186
1778,0.9202,0.9360,0.0158
1779,0.8616,0.8588,-0.0028
1780,0.9026,0.9054,0.0028
1781,0.8826,0.8924,0.0098
1782,0.8104,0.8154,0.0050
1783,0.8620,0.8410,-0.0210
1784,0.8850,0.8886,0.0036
1785,0.9224,0.9168,-0.0056
1786,0.8626,0.8426,-0.0200
1787,0.9050,0.8888,-0.0162
1788,0.8752,0.8708,-0.0044
1789,0.8634,0.8804,0.0170
1790,0.7910,0.7874,-0.0036
1791,0.8638,0.8752,0.0114
1792,0.9116,0.9042,-0.0074
1793,0.8632,0.8672,0.0040
1794,0.9026,0.8988,-0.0038
1795,0.9188,0.9168,-0.0020
1796,0.9044,0.8942,-0.0102
1797,0.9082,0.8806,-0.0276
1798,0.8636,0.8802,0.0166
1799,0.8650,0.8384,-0.0266
1800,0.8200,0.8272,0.0072
1801,0.9408,0.9376,-0.0032
1802,0.8448,0.8418,-0.0030
1803,0.8778,0.8770,-0.0008
1804,0.9036,0.9048,0.0012
1805,0.8708,0.9000,0.0292
1806,0.8986,0.8898,-0.0088
1807,0.9458,0.9394,-0.0064
1808,0.9148,0.9136,-0.0012
1809,0.9048,0.9016,-0.0032
1810,0.8532,0.8542,0.0010
1811,0.8710,0.8844,0.0134
1812,0.8160,0.8056,-0.0104
1813,0.8918,0.8914,-0.0004
1814,0.8852,0.8914,0.0062
1815,0.8244,0.8222,-0.0022
1816,0.8866,0.8798,-0.0068
1817,0.9074,0.9174,0.0100
1818,0.9080,0.9130,0.0050
1819,0.9046,0.8794,-0.0252
1820,0.8778,0.9038,0.0260
1821,0.8984,0.9108,0.0124
1822,0.9152,0.8946,-0.0206
1823,0.8768,0.8852,0.0084
1824,0.8814,0.8888,0.0074
1825,0.8492,0.8704,0.0212
1826,0.8330,0.8548,0.0218
1827,0.8892,0.8902,0.0010
1828,0.9586,0.9502,-0.0084
1829,0.9292,0.9170,-0.0122
1830,0.8748,0.8774,0.0026
1831,0.8936,0.8854,-0.0082
1832,0.9020,0.9214,0.0194
1833,0.9132,0.9218,0.0086
1834,0.8696,0.8632,-0.0064
1835,0.8758,0.8466,-0.0292
1836,0.9224,0.9066,-0.0158
1837,0.8258,0.8400,0.0142
1838,0.8588,0.8652,0.0064
1839,0.9120,0.8772,-0.0348
1840,0.9050,0.9214,0.0164
1841,0.8712,0.8898,0.0186
1842,0.9052,0.9124,0.0072
1843,0.8590,0.8884,0.0294
1844,0.8500,0.8590,0.0090
1845,0.9300,0.9356,0.0056
1846,0.8488,0.8718,0.0230
1847,0.7922,0.8100,0.0178
1848,0.7940,0.8100,0.0160
1849,0.8866,0.8736,-0.0130
1850,0.8734,0.8360,-0.0374
1851,0.8646,0.8458,-0.0188
1852,0.9272,0.9252,-0.0020
1853,0.9002,0.9094,0.0092
1854,0.8600,0.8772,0.0172
1855,0.8694,0.8836,0.0142
1856,0.8556,0.8882,0.0326
1857,0.8230,0.8548,0.0318
1858,0.8546,0.8826,0.0280
1859,0.8666,0.8718,0.0052
1860,0.8400,0.8538,0.0138
1861,0.8870,0.8516,-0.0354
1862,0.9002,0.8818,-0.0184
1863,0.8206,0.8270,0.0064
1864,0.8270,0.8480,0.0210
1865,0.9148,0.9186,0.0038
1866,0.8714,0.8934,0.0220
1867,0.8662,0.8446,-0.0216
1868,0.8840,0.9198,0.0358
1869,0.9168,0.9042,-0.0126
1870,0.9266,0.9136,-0.0130
1871,0.8674,0.8706,0.0032
1872,0.8322,0.8078,-0.0244
1873,0.8222,0.8452,0.0230
1874,0.8668,0.8990,0.0322
1875,0.8358,0.8582,0.0224
1876,0.8724,0.9034,0.0310
1877,0.9042,0.8872,-0.0170
1878,0.9274,0.9408,0.0134
1879,0.9014,0.9236,0.0222
1880,0.8176,0.8392,0.0216
1881,0.8418,0.8540,0.0122
1882,0.9134,0.9384,0.0250
1883,0.8626,0.8836,0.0210
1884,0.8232,0.7980,-0.0252
1885,0.8350,0.8724,0.0374
1886,0.9216,0.8964,-0.0252
1887,0.8466,0.8422,-0.0044
1888,0.8306,0.7954,-0.0352
1889,0.9016,0.8870,-0.0146
1890,0.8778,0.8830,0.0052
1891,0.9090,0.8836,-0.0254
1892,0.8104,0.8128,0.0024
1893,0.8480,0.8432,-0.0048
1894,0.8796,0.8670,-0.0126
1895,0.8680,0.8544,-0.0136
1896,0.8416,0.8050,-0.0366
1897,0.8916,0.8750,-0.0166
1898,0.9214,0.9248,0.0034
1899,0.8260,0.8222,-0.0038
1900,0.9310,0.9322,0.0012
1901,0.8694,0.8812,0.0118
1902,0.8182,0.8188,0.0006
1903,0.8982,0.9192,0.0210
1904,0.9126,0.8914,-0.0212
1905,0.9078,0.9054,-0.0024
1906,0.9162,0.9142,-0.0020
1907,0.8854,0.8898,0.0044
1908,0.8862,0.8898,0.0036
1909,0.9080,0.8900,-0.0180
1910,0.9078,0.8982,-0.0096
1911,0.8434,0.8770,0.0336
1912,0.8120,0.7968,-0.0152
1913,0.8866,0.8790,-0.0076
1914,0.9094,0.9074,-0.0020
1915,0.8350,0.8706,0.0356
1916,0.8382,0.8270,-0.0112
1917,0.8520,0.8516,-0.0004
1918,0.8600,0.8624,0.0024
1919,0.8780,0.8494,-0.0286
1920,0.8412,0.8476,0.0064
1921,0.8664,0.8766,0.0102
1922,0.9530,0.9728,0.0198
1923,0.8976,0.9108,0.0132
1924,0.8154,0.8320,0.0166
1925,0.8560,0.8734,0.0174
1926,0.8432,0.8644,0.0212
1927,0.9446,0.9266,-0.0180
1928,0.8770,0.8762,-0.0008
1929,0.8658,0.8834,0.0176
1930,0.8282,0.8512,0.0230
1931,0.8702,0.8884,0.0182
1932,0.9068,0.8954,-0.0114
1933,0.9242,0.9458,0.0216
1934,0.9026,0.8812,-0.0214
1935,0.8936,0.8900,-0.0036
1936,0.8786,0.8822,0.0036
1937,0.8956,0.9296,0.0340
1938,0.9448,0.9578,0.0130
1939,0.8734,0.8590,-0.0144
1940,0.9286,0.9332,0.0046
1941,0.8794,0.8698,-0.0096
1942,0.8844,0.8970,0.0126
1943,0.9260,0.9500,0.0240
1944,0.9032,0.9022,-0.0010
1945,0.8384,0.8448,0.0064
1946,0.8618,0.8706,0.0088
1947,0.8932,0.9118,0.0186
1948,0.8862,0.9030,0.0168
1949,0.8338,0.8106,-0.0232
1950,0.9232,0.9202,-0.0030
1951,0.7824,0.7760,-0.0064
1952,0.8808,0.8566,-0.0242
1953,0.9232,0.9232,0.0000
1954,0.7780,0.7638,-0.0142
1955,0.9194,0.9228,0.0034
1956,0.8510,0.8564,0.0054
1957,0.8966,0.8922,-0.0044
1958,0.8546,0.8646,0.0100
1959,0.8940,0.9130,0.0190
1960,0.9092,0.8948,-0.0144
1961,0.8568,0.8776,0.0208
1962,0.8918,0.9020,0.0102
1963,0.8824,0.8650,-0.0174
1964,0.9180,0.9190,0.0010
1965,0.9070,0.9054,-0.0016
1966,0.8350,0.8414,0.0064
1967,0.8728,0.8728,0.0000
1968,0.9122,0.9230,0.0108
1969,0.8950,0.8872,-0.0078
1970,0.9768,0.9644,-0.0124
1971,0.9400,0.8948,-0.0452
1972,0.8784,0.8940,0.0156
1973,0.8822,0.8974,0.0152
1974,0.8760,0.8748,-0.0012
1975,0.8462,0.8668,0.0206
1976,0.8568,0.8982,0.0414
1977,0.9436,0.9362,-0.0074
1978,0.8840,0.8906,0.0066
1979,0.8842,0.8830,-0.0012
1980,0.8540,0.8540,-0.0000
1981,0.8898,0.9166,0.0268
1982,0.9220,0.8968,-0.0252
1983,0.8362,0.8464,0.0102
1984,0.8816,0.8960,0.0144
1985,0.8608,0.8614,0.0006
1986,0.8426,0.8368,-0.0058
1987,0.9162,0.8642,-0.0520
1988,0.8290,0.8844,0.0554
1989,0.7900,0.8060,0.0160
1990,0.9088,0.8902,-0.0186
1991,0.8894,0.9096,0.0202
1992,0.9038,0.8700,-0.0338
1993,0.8702,0.8918,0.0216
1994,0.7814,0.8018,0.0204
1995,0.8910,0.8774,-0.0136
1996,0.9024,0.8816,-0.0208
1997,0.9018,0.8666,-0.0352
1998,0.8940,0.8924,-0.0016
1999,0.8714,0.8516,-0.0198
2000,0.8364,0.8344,-0.0020
2001,0.8466,0.8418,-0.0048
2002,0.8488,0.8440,-0.0048
2003,0.7960,0.8126,0.0166
2004,0.8546,0.8550,0.0004
2005,0.8268,0.8196,-0.0072
2006,0.8968,0.9152,0.0184
2007,0.8774,0.8746,-0.0028
2008,0.8032,0.8006,-0.0026
2009,0.8570,0.8482,-0.0088
2010,0.8834,0.8910,0.0076
2011,0.8470,0.8730,0.0260
2012,0.8640,0.8702,0.0062
2013,0.8774,0.8590,-0.0184
2014,0.9084,0.9310,0.0226
2015,0.9112,0.9082,-0.0030
2016,0.8000,0.8202,0.0202
2017,0.8854,0.8940,0.0086
2018,0.9250,0.9430,0.0180
2019,0.8636,0.8564,-0.0072
2020,0.8298,0.8776,0.0478
2021,0.8434,0.8552,0.0118
2022,0.8386,0.8626,0.0240
2023,0.9234,0.9028,-0.0206
2024,0.8650,0.8798,0.0148
2025,0.9000,0.8886,-0.0114
2026,0.8754,0.8998,0.0244
2027,0.9020,0.9284,0.0264
2028,0.9136,0.8890,-0.0246
2029,0.9158,0.8952,-0.0206
2030,0.9318,0.9464,0.0146
2031,0.8976,0.8892,-0.0084
2032,0.8498,0.8604,0.0106
2033,0.9140,0.9222,0.0082
2034,0.8652,0.8698,0.0046
2035,0.9438,0.9338,-0.0100
2036,0.9162,0.9186,0.0024
2037,0.8496,0.8542,0.0046
2038,0.8846,0.9184,0.0338
2039,0.8946,0.9414,0.0468
2040,0.8504,0.8328,-0.0176
2041,0.9202,0.9304,0.0102
2042,0.8870,0.8338,-0.0532
2043,0.9492,0.9348,-0.0144
2044,0.8982,0.9388,0.0406
2045,0.8242,0.8370,0.0128
2046,0.9340,0.9344,0.0004
2047,0.8332,0.8560,0.0228
2048,0.8872,0.8542,-0.0330
2049,0.8848,0.8962,0.0114
2050,0.8846,0.8844,-0.0002
2051,0.8822,0.8902,0.0080
2052,0.8990,0.9054,0.0064
2053,0.8596,0.8492,-0.0104
2054,0.9458,0.9220,-0.0238
2055,0.8138,0.8560,0.0422
2056,0.9332,0.9170,-0.0162
2057,0.8834,0.8834,0.0000
2058,0.9132,0.9092,-0.0040
2059,0.8742,0.8906,0.0164
2060,0.8280,0.8804,0.0524
2061,0.8780,0.8740,-0.0040
2062,0.9480,0.9480,0.0000
2063,0.8848,0.8964,0.0116
2064,0.8998,0.9052,0.0054
2065,0.8742,0.8846,0.0104
2066,0.9000,0.9036,0.0036
2067,0.8976,0.8914,-0.0062
2068,0.9212,0.8842,-0.0370
2069,0.8390,0.8196,-0.0194
2070,0.8660,0.8722,0.0062
2071,0.9094,0.9218,0.0124
2072,0.8850,0.8574,-0.0276
2073,0.8914,0.8846,-0.0068
2074,0.8772,0.8888,0.0116
2075,0.8634,0.8512,-0.0122
2076,0.8184,0.8202,0.0018
2077,0.8784,0.8634,-0.0150
2078,0.7918,0.8304,0.0386
2079,0.8860,0.8966,0.0106
2080,0.8902,0.8904,0.0002
2081,0.8862,0.8890,0.0028
2082,0.7966,0.8132,0.0166
2083,0.9242,0.9360,0.0118
2084,0.8236,0.8514,0.0278
2085,0.8518,0.8514,-0.0004
2086,0.8186,0.8622,0.0436
2087,0.9362,0.9208,-0.0154
2088,0.9050,0.9018,-0.0032
2089,0.8696,0.8678,-0.0018
2090,0.8868,0.8998,0.0130
2091,0.9038,0.8788,-0.0250
2092,0.8472,0.8526,0.0054
2093,0.9336,0.8776,-0.0560
2094,0.9428,0.9404,-0.0024
2095,0.8210,0.8234,0.0024
2096,0.8704,0.8916,0.0212
2097,0.8722,0.8586,-0.0136
2098,0.8096,0.7686,-0.0410
2099,0.8304,0.8144,-0.0160
2100,0.9158,0.9056,-0.0102
2101,0.7862,0.7918,0.0056
2102,0.9044,0.8992,-0.0052
2103,0.9452,0.9392,-0.0060
2104,0.8832,0.8918,0.0086
2105,0.9370,0.9398,0.0028
2106,0.8682,0.8866,0.0184
2107,0.9152,0.9140,-0.0012
2108,0.8676,0.8666,-0.0010
2109,0.9542,0.9424,-0.0118
2110,0.8556,0.8894,0.0338
2111,0.7918,0.7886,-0.0032
2112,0.8516,0.8702,0.0186
2113,0.8904,0.8872,-0.0032
2114,0.8256,0.8520,0.0264
2115,0.8706,0.8966,0.0260
2116,0.8360,0.8694,0.0334
2117,0.8848,0.9032,0.0184
2118,0.8844,0.9214,0.0370
2119,0.7584,0.7922,0.0338
2120,0.8968,0.8760,-0.0208
2121,0.8456,0.8232,-0.0224
2122,0.8684,0.8694,0.0010
2123,0.8734,0.8978,0.0244
2124,0.8608,0.8694,0.0086
2125,0.9080,0.9224,0.0144
2126,0.7816,0.8094,0.0278
2127,0.8154,0.8196,0.0042
2128,0.9196,0.9122,-0.0074
2129,0.8506,0.8396,-0.0110
2130,0.8294,0.8304,0.0010
2131,0.8702,0.9066,0.0364
2132,0.8758,0.8644,-0.0114
2133,0.8266,0.8350,0.0084
2134,0.8960,0.8968,0.0008
2135,0.9322,0.9152,-0.0170
2136,0.8688,0.8594,-0.0094
2137,0.8570,0.8782,0.0212
2138,0.8846,0.8778,-0.0068
2139,0.8256,0.8422,0.0166
2140,0.8638,0.8562,-0.0076
2141,0.8638,0.8806,0.0168
2142,0.8242,0.8414,0.0172
2143,0.9038,0.8978,-0.0060
2144,0.8500,0.8288,-0.0212
2145,0.8456,0.8566,0.0110
2146,0.9518,0.9106,-0.0412
2147,0.8626,0.8524,-0.0102
2148,0.8444,0.8476,0.0032
2149,0.8178,0.7904,-0.0274
2150,0.9064,0.9242,0.0178
2151,0.8574,0.8820,0.0246
2152,0.8956,0.8874,-0.0082
2153,0.8278,0.8468,0.0190
2154,0.9148,0.9196,0.0048
2155,0.8110,0.8368,0.0258
2156,0.8466,0.8452,-0.0014
2157,0.8674,0.8616,-0.0058
2158,0.8306,0.8576,0.0270
2159,0.9220,0.9146,-0.0074
2160,0.8566,0.8610,0.0044
2161,0.8488,0.8636,0.0148
2162,0.8506,0.8704,0.0198
2163,0.7994,0.8114,0.0120
2164,0.8584,0.8940,0.0356
2165,0.8434,0.8466,0.0032
2166,0.8322,0.8254,-0.0068
2167,0.8806,0.8576,-0.0230
2168,0.8774,0.8750,-0.0024
2169,0.9112,0.9294,0.0182
2170,0.8494,0.8580,0.0086
2171,0.8562,0.9000,0.0438
2172,0.8208,0.8132,-0.0076
2173,0.8722,0.8740,0.0018
2174,0.8614,0.8402,-0.0212
2175,0.8064,0.8124,0.0060
2176,0.8452,0.8338,-0.0114
2177,0.8696,0.8976,0.0280
2178,0.8390,0.7968,-0.0422
2179,0.8410,0.8368,-0.0042
2180,0.8480,0.8452,-0.0028
2181,0.9198,0.9378,0.0180
2182,0.8912,0.9056,0.0144
2183,0.8554,0.8760,0.0206
2184,0.8586,0.8574,-0.0012
2185,0.8630,0.8314,-0.0316
2186,0.8918,0.8624,-0.0294
2187,0.8908,0.9022,0.0114
2188,0.9002,0.8962,-0.0040
2189,0.9190,0.8870,-0.0320
2190,0.8642,0.8726,0.0084
2191,0.9246,0.9362,0.0116
2192,0.8618,0.8416,-0.0202
2193,0.9146,0.9122,-0.0024
2194,0.8792,0.8764,-0.0028
2195,0.8270,0.8246,-0.0024
2196,0.9244,0.9074,-0.0170
2197,0.9200,0.9026,-0.0174
2198,0.8542,0.8506,-0.0036
2199,0.9424,0.9400,-0.0024
2200,0.8512,0.8536,0.0024
2201,0.8292,0.8430,0.0138
2202,0.9312,0.9056,-0.0256
2203,0.8448,0.8784,0.0336
2204,0.8314,0.8192,-0.0122
2205,0.8828,0.9008,0.0180
2206,0.8546,0.8546,0.0000
2207,0.8178,0.8220,0.0042
2208,0.8640,0.8754,0.0114
2209,0.8722,0.8830,0.0108
2210,0.8362,0.8414,0.0052
2211,0.8774,0.8730,-0.0044
2212,0.9224,0.9326,0.0102
2213,0.8768,0.8834,0.0066
2214,0.8818,0.8920,0.0102
2215,0.9298,0.9510,0.0212
2216,0.8564,0.8520,-0.0044
2217,0.9504,0.9390,-0.0114
2218,0.9020,0.9110,0.0090
2219,0.8868,0.9304,0.0436
2220,0.8854,0.8716,-0.0138
2221,0.9008,0.8912,-0.0096
2222,0.8608,0.8702,0.0094
2223,0.9374,0.9304,-0.0070
2224,0.8598,0.8624,0.0026
2225,0.9250,0.9380,0.0130
2226,0.9286,0.8750,-0.0536
2227,0.8406,0.8544,0.0138
2228,0.8728,0.8424,-0.0304
2229,0.7834,0.8288,0.0454
2230,0.9230,0.9418,0.0188
2231,0.9022,0.9020,-0.0002
2232,0.8540,0.8592,0.0052
2233,0.9102,0.9154,0.0052
2234,0.9038,0.9296,0.0258
2235,0.8340,0.8350,0.0010
2236,0.9366,0.9386,0.0020
2237,0.8570,0.8562,-0.0008
2238,0.8558,0.8640,0.0082
2239,0.8346,0.8346,0.0000
2240,0.9256,0.9082,-0.0174
2241,0.9018,0.9114,0.0096
2242,0.8506,0.8516,0.0010
2243,0.7718,0.7880,0.0162
2244,0.8922,0.9134,0.0212
2245,0.8362,0.8346,-0.0016
2246,0.8852,0.9178,0.0326
2247,0.8634,0.9216,0.0582
2248,0.8568,0.8394,-0.0174
2249,0.9434,0.9642,0.0208
2250,0.9136,0.8718,-0.0418
2251,0.8726,0.8712,-0.0014
2252,0.8378,0.8892,0.0514
2253,0.9270,0.9080,-0.0190
2254,0.8934,0.9028,0.0094
2255,0.8740,0.8636,-0.0104
2256,0.9262,0.9360,0.0098
2257,0.9060,0.9042,-0.0018
2258,0.8802,0.8440,-0.0362
2259,0.9458,0.9176,-0.0282
2260,0.8570,0.8564,-0.0006
2261,0.9154,0.9018,-0.0136
2262,0.8562,0.8678,0.0116
2263,0.9228,0.9412,0.0184
2264,0.8892,0.8778,-0.0114
2265,0.8090,0.8528,0.0438
2266,0.9136,0.8952,-0.0184
2267,0.8846,0.8996,0.0150
2268,0.9182,0.8990,-0.0192
2269,0.8692,0.8772,0.0080
2270,0.9142,0.9546,0.0404
2271,0.8800,0.8942,0.0142
2272,0.8862,0.8938,0.0076
2273,0.8698,0.8944,0.0246
2274,0.8554,0.8470,-0.0084
2275,0.8086,0.8660,0.0574
2276,0.8698,0.8466,-0.0232
2277,0.8792,0.8998,0.0206
2278,0.9264,0.9298,0.0034
2279,0.9048,0.8986,-0.0062
2280,0.9256,0.9070,-0.0186
2281,0.8554,0.8644,0.0090
2282,0.8218,0.8690,0.0472
2283,0.8726,0.8788,0.0062
2284,0.9234,0.8736,-0.0498
2285,0.8464,0.8612,0.0148
2286,0.8742,0.8796,0.0054
2287,0.9194,0.9298,0.0104
2288,0.8922,0.8868,-0.0054
2289,0.8422,0.8644,0.0222
2290,0.8870,0.9058,0.0188
2291,0.8328,0.8126,-0.0202
2292,0.9176,0.8814,-0.0362
2293,0.8996,0.8880,-0.0116
2294,0.9056,0.8792,-0.0264
2295,0.9132,0.9292,0.0160
2296,0.9248,0.9196,-0.0052
2297,0.9196,0.9204,0.0008
2298,0.8984,0.8864,-0.0120
2299,0.9104,0.8806,-0.0298
2300,0.9218,0.9322,0.0104
2301,0.9576,0.9646,0.0070
2302,0.9156,0.9210,0.0054
2303,0.8260,0.8232,-0.0028
2304,0.8674,0.8922,0.0248
2305,0.8380,0.8414,0.0034
2306,0.9048,0.9182,0.0134
2307,0.9120,0.9108,-0.0012
2308,0.8602,0.8742,0.0140
2309,0.8906,0.9226,0.0320
2310,0.8808,0.9124,0.0316
2311,0.8332,0.8316,-0.0016
2312,0.8562,0.8702,0.0140
2313,0.9098,0.9132,0.0034
2314,0.8574,0.8740,0.0166
2315,0.8482,0.8434,-0.0048
2316,0.9124,0.9124,0.0000
2317,0.8692,0.8558,-0.0134
2318,0.8400,0.8274,-0.0126
2319,0.8808,0.8826,0.0018
2320,0.9300,0.9300,0.0000
2321,0.8418,0.8304,-0.0114
2322,0.9120,0.9336,0.0216
2323,0.8882,0.8860,-0.0022
2324,0.8414,0.8908,0.0494
2325,0.8836,0.8744,-0.0092
2326,0.8850,0.8728,-0.0122
2327,0.9252,0.8990,-0.0262
2328,0.9016,0.9060,0.0044
2329,0.9320,0.9220,-0.0100
2330,0.8518,0.8586,0.0068
2331,0.9186,0.9182,-0.0004
2332,0.9084,0.9224,0.0140
2333,0.8872,0.9130,0.0258
2334,0.8174,0.8472,0.0298
2335,0.8670,0.8760,0.0090
2336,0.9324,0.9414,0.0090
2337,0.8428,0.8428,0.0000
2338,0.9146,0.9022,-0.0124
2339,0.8970,0.9044,0.0074
2340,0.8710,0.8870,0.0160
2341,0.8922,0.8820,-0.0102
2342,0.8888,0.9012,0.0124
2343,0.8616,0.8574,-0.0042
2344,0.8932,0.8704,-0.0228
2345,0.8708,0.8522,-0.0186
2346,0.8338,0.8532,0.0194
2347,0.9116,0.8928,-0.0188
2348,0.8494,0.8674,0.0180
2349,0.8796,0.9178,0.0382
2350,0.9272,0.9082,-0.0190
2351,0.8514,0.8806,0.0292
2352,0.9058,0.8964,-0.0094
2353,0.8758,0.8840,0.0082
2354,0.9216,0.9212,-0.0004
2355,0.9510,0.9560,0.0050
2356,0.9066,0.9176,0.0110
2357,0.8660,0.8858,0.0198
2358,0.9280,0.9342,0.0062
2359,0.9086,0.8932,-0.0154
2360,0.8930,0.8900,-0.0030
2361,0.8574,0.8754,0.0180
2362,0.9288,0.9218,-0.0070
2363,0.8838,0.8858,0.0020
2364,0.9474,0.9494,0.0020
2365,0.8104,0.8170,0.0066
2366,0.8162,0.8412,0.0250
2367,0.9330,0.9338,0.0008
2368,0.9504,0.9334,-0.0170
2369,0.8240,0.8422,0.0182
2370,0.9116,0.8962,-0.0154
2371,0.8966,0.8876,-0.0090
2372,0.9076,0.9100,0.0024
2373,0.8494,0.8690,0.0196
2374,0.8876,0.8966,0.0090
2375,0.9112,0.8884,-0.0228
2376,0.8458,0.8658,0.0200
2377,0.9212,0.9094,-0.0118
2378,0.8512,0.8756,0.0244
2379,0.8896,0.8672,-0.0224
2380,0.9064,0.9172,0.0108
2381,0.8824,0.8942,0.0118
2382,0.8528,0.8774,0.0246
2383,0.9296,0.9112,-0.0184
2384,0.8608,0.8236,-0.0372
2385,0.9110,0.9102,-0.0008
2386,0.8262,0.8348,0.0086
2387,0.8724,0.8678,-0.0046
2388,0.8896,0.9108,0.0212
2389,0.9200,0.9088,-0.0112
2390,0.8850,0.8750,-0.0100
2391,0.8564,0.8576,0.0012
2392,0.9078,0.9006,-0.0072
2393,0.9338,0.9274,-0.0064
2394,0.9212,0.9020,-0.0192
2395,0.9272,0.9464,0.0192
2396,0.9202,0.9172,-0.0030
2397,0.8596,0.8252,-0.0344
2398,0.9274,0.9078,-0.0196
2399,0.7992,0.8006,0.0014
2400,0.9140,0.9238,0.0098
2401,0.8888,0.8804,-0.0084
2402,0.8302,0.8416,0.0114
2403,0.9002,0.9030,0.0028
2404,0.9180,0.8982,-0.0198
2405,0.8858,0.9046,0.0188
2406,0.8574,0.8524,-0.0050
2407,0.9000,0.9052,0.0052
2408,0.9190,0.9450,0.0260
2409,0.9528,0.9482,-0.0046
2410,0.8882,0.9102,0.0220
2411,0.8540,0.8828,0.0288
2412,0.8614,0.8582,-0.0032
2413,0.8328,0.8404,0.0076
2414,0.8440,0.8280,-0.0160
2415,0.9350,0.9354,0.0004
2416,0.8944,0.9022,0.0078
2417,0.9078,0.9042,-0.0036
2418,0.9124,0.9246,0.0122
2419,0.8528,0.8820,0.0292
2420,0.8600,0.8574,-0.0026
2421,0.8960,0.9140,0.0180
2422,0.8402,0.8462,0.0060
2423,0.9144,0.8998,-0.0146
2424,0.9226,0.9084,-0.0142
2425,0.8668,0.8684,0.0016
2426,0.9020,0.9024,0.0004
2427,0.8946,0.8954,0.0008
2428,0.8974,0.9134,0.0160
2429,0.8920,0.9074,0.0154
2430,0.8318,0.8508,0.0190
2431,0.8582,0.8920,0.0338
2432,0.8364,0.8572,0.0208
2433,0.9490,0.9498,0.0008
2434,0.8462,0.8682,0.0220
2435,0.8612,0.8906,0.0294
2436,0.9164,0.9350,0.0186
2437,0.8966,0.8948,-0.0018
2438,0.9360,0.9360,0.0000
2439,0.8732,0.9152,0.0420
2440,0.9444,0.9218,-0.0226
2441,0.8820,0.8944,0.0124
2442,0.8886,0.8902,0.0016
2443,0.8862,0.8928,0.0066
2444,0.8798,0.8800,0.0002
2445,0.9066,0.9280,0.0214
2446,0.8806,0.8752,-0.0054
2447,0.8946,0.8606,-0.0340
2448,0.9050,0.9212,0.0162
2449,0.8538,0.9000,0.0462
2450,0.8098,0.8208,0.0110
2451,0.9194,0.9318,0.0124
2452,0.8930,0.8966,0.0036
2453,0.9534,0.9490,-0.0044
2454,0.8314,0.7994,-0.0320
2455,0.8858,0.8608,-0.0250
2456,0.9368,0.9302,-0.0066
2457,0.8490,0.8494,0.0004
2458,0.8662,0.8632,-0.0030
2459,0.9010,0.8728,-0.0282
2460,0.9178,0.9030,-0.0148
2461,0.9010,0.8962,-0.0048
2462,0.8254,0.8364,0.0110
2463,0.8934,0.8902,-0.0032
2464,0.8748,0.8654,-0.0094
2465,0.8136,0.8316,0.0180
2466,0.9284,0.9332,0.0048
2467,0.9282,0.9126,-0.0156
2468,0.9030,0.9038,0.0008
2469,0.8976,0.9004,0.0028
2470,0.8108,0.8674,0.0566
2471,0.8402,0.8386,-0.0016
2472,0.9068,0.9316,0.0248
2473,0.8664,0.8734,0.0070
2474,0.9002,0.8926,-0.0076
2475,0.8320,0.8446,0.0126
2476,0.8430,0.8318,-0.0112
2477,0.9136,0.9148,0.0012
2478,0.9288,0.9414,0.0126
2479,0.8918,0.8686,-0.0232
2480,0.8912,0.8630,-0.0282
2481,0.9024,0.9260,0.0236
2482,0.8804,0.8710,-0.0094
2483,0.8376,0.8536,0.0160
2484,0.8806,0.8616,-0.0190
2485,0.8400,0.8438,0.0038
2486,0.8966,0.8732,-0.0234
2487,0.8766,0.8638,-0.0128
2488,0.8822,0.9004,0.0182
2489,0.8704,0.8644,-0.0060
2490,0.8952,0.8928,-0.0024
2491,0.9338,0.9318,-0.0020
2492,0.8580,0.8726,0.0146
2493,0.9206,0.9004,-0.0202
2494,0.9432,0.9366,-0.0066
2495,0.9120,0.9208,0.0088
2496,0.8958,0.8716,-0.0242
2497,0.9028,0.8948,-0.0080
2498,0.9016,0.9002,-0.0014
2499,0.8634,0.8722,0.0088
2500,0.8628,0.8640,0.0012
2501,0.8680,0.8718,0.0038
2502,0.8858,0.8818,-0.0040
2503,0.9180,0.9160,-0.0020
2504,0.8216,0.8182,-0.0034
2505,0.8874,0.8992,0.0118
2506,0.8856,0.9090,0.0234
2507,0.8436,0.8230,-0.0206
2508,0.9040,0.9080,0.0040
2509,0.8540,0.8670,0.0130
