window,seq_auc,relaxed_auc,diff
805,0.9434,0.9464,0.0030
806,0.8634,0.8620,-0.0014
807,0.8680,0.8804,0.0124
808,0.8400,0.8266,-0.0134
809,0.8290,0.8442,0.0152
810,0.8482,0.8764,0.0282
811,0.8274,0.8662,0.0388
812,0.8636,0.8658,0.0022
813,0.8406,0.8840,0.0434
814,0.9038,0.9150,0.0112
815,0.9420,0.9524,0.0104
816,0.8498,0.8234,-0.0264
817,0.9016,0.8968,-0.0048
818,0.9238,0.9296,0.0058
819,0.8674,0.8836,0.0162
820,0.8170,0.8532,0.0362
821,0.8838,0.9126,0.0288
822,0.8598,0.8780,0.0182
823,0.8746,0.8814,0.0068
824,0.8576,0.8688,0.0112
825,0.8358,0.8152,-0.0206
826,0.8624,0.8530,-0.0094
827,0.8796,0.8810,0.0014
828,0.9038,0.9148,0.0110
829,0.8650,0.8512,-0.0138
830,0.7916,0.8124,0.0208
831,0.8482,0.9058,0.0576
832,0.8296,0.8360,0.0064
833,0.8714,0.8814,0.0100
834,0.8360,0.8442,0.0082
835,0.8496,0.8578,0.0082
836,0.9096,0.9182,0.0086
837,0.8584,0.8532,-0.0052
838,0.8270,0.8632,0.0362
839,0.8780,0.8584,-0.0196
840,0.9102,0.9090,-0.0012
841,0.8266,0.8146,-0.0120
842,0.8928,0.9002,0.0074
843,0.9220,0.9360,0.0140
844,0.8758,0.8908,0.0150
845,0.8200,0.8214,0.0014
846,0.9058,0.8746,-0.0312
847,0.9312,0.9340,0.0028
848,0.8812,0.8736,-0.0076
849,0.8574,0.8496,-0.0078
850,0.8652,0.8752,0.0100
851,0.8818,0.8794,-0.0024
852,0.8940,0.9062,0.0122
853,0.8684,0.8796,0.0112
854,0.8658,0.8796,0.0138
855,0.8562,0.8710,0.0148
856,0.7858,0.7914,0.0056
857,0.8290,0.8350,0.0060
858,0.8440,0.8442,0.0002
859,0.8524,0.8734,0.0210
860,0.8272,0.8724,0.0452
861,0.8540,0.8792,0.0252
862,0.8486,0.8670,0.0184
863,0.8740,0.8728,-0.0012
864,0.9000,0.9024,0.0024
865,0.8518,0.8854,0.0336
866,0.8750,0.8804,0.0054
867,0.8426,0.8276,-0.0150
868,0.8478,0.8432,-0.0046
869,0.8704,0.8520,-0.0184
870,0.8832,0.8716,-0.0116
871,0.8496,0.8728,0.0232
872,0.8706,0.8826,0.0120
873,0.8832,0.8796,-0.0036
874,0.8360,0.8590,0.0230
875,0.8790,0.8470,-0.0320
876,0.8650,0.8574,-0.0076
877,0.8706,0.9296,0.0590
878,0.8494,0.9074,0.0580
879,0.8096,0.8108,0.0012
880,0.9298,0.8532,-0.0766
881,0.8788,0.8986,0.0198
882,0.8454,0.8536,0.0082
883,0.9314,0.9424,0.0110
884,0.8138,0.8214,0.0076
885,0.9146,0.8870,-0.0276
886,0.8882,0.8862,-0.0020
887,0.8260,0.8384,0.0124
888,0.9156,0.8990,-0.0166
889,0.8950,0.9076,0.0126
890,0.9070,0.8688,-0.0382
891,0.9250,0.9220,-0.0030
892,0.8960,0.8664,-0.0296
893,0.9404,0.9262,-0.0142
894,0.8530,0.8884,0.0354
895,0.8978,0.8954,-0.0024
896,0.8488,0.8422,-0.0066
897,0.8444,0.8302,-0.0142
898,0.8336,0.8126,-0.0210
899,0.8586,0.8482,-0.0104
900,0.9278,0.9122,-0.0156
901,0.8310,0.8338,0.0028
902,0.9000,0.9222,0.0222
903,0.9098,0.9118,0.0020
904,0.8824,0.8860,0.0036
905,0.8712,0.8736,0.0024
906,0.7766,0.8008,0.0242
907,0.8716,0.8818,0.0102
908,0.8552,0.8656,0.0104
909,0.8086,0.8650,0.0564
910,0.9336,0.9332,-0.0004
911,0.8728,0.8920,0.0192
912,0.8788,0.9116,0.0328
913,0.8758,0.8804,0.0046
914,0.8332,0.8182,-0.0150
915,0.8778,0.8800,0.0022
916,0.8110,0.7848,-0.0262
917,0.8562,0.8466,-0.0096
918,0.7330,0.7564,0.0234
919,0.8146,0.8454,0.0308
920,0.8872,0.8482,-0.0390
921,0.9138,0.8784,-0.0354
922,0.8948,0.9012,0.0064
923,0.8544,0.8806,0.0262
924,0.9066,0.8932,-0.0134
925,0.8918,0.8956,0.0038
926,0.9186,0.9224,0.0038
927,0.8504,0.8450,-0.0054
928,0.8786,0.8634,-0.0152
929,0.8802,0.9210,0.0408
930,0.8768,0.8784,0.0016
931,0.8726,0.8836,0.0110
932,0.8288,0.8572,0.0284
933,0.8334,0.8398,0.0064
934,0.8764,0.8516,-0.0248
935,0.8758,0.8512,-0.0246
936,0.8496,0.8856,0.0360
937,0.8606,0.8266,-0.0340
938,0.8468,0.8440,-0.0028
939,0.8726,0.8856,0.0130
940,0.8736,0.8584,-0.0152
941,0.8126,0.7850,-0.0276
942,0.8630,0.8872,0.0242
943,0.8578,0.8754,0.0176
944,0.8270,0.8260,-0.0010
945,0.8432,0.8630,0.0198
946,0.9160,0.9630,0.0470
947,0.9384,0.9798,0.0414
948,0.8758,0.9058,0.0300
949,0.9098,0.9028,-0.0070
950,0.8218,0.8088,-0.0130
951,0.8918,0.8910,-0.0008
952,0.9216,0.9394,0.0178
953,0.9126,0.9200,0.0074
954,0.8300,0.8472,0.0172
955,0.9076,0.9110,0.0034
956,0.8776,0.8656,-0.0120
957,0.9230,0.9190,-0.0040
958,0.8602,0.8484,-0.0118
959,0.7960,0.8020,0.0060
960,0.8944,0.9392,0.0448
961,0.8734,0.8598,-0.0136
962,0.8434,0.8504,0.0070
963,0.8832,0.9026,0.0194
964,0.7904,0.8044,0.0140
965,0.8490,0.8430,-0.0060
966,0.8328,0.8040,-0.0288
967,0.8084,0.8302,0.0218
968,0.8476,0.8788,0.0312
969,0.9006,0.8754,-0.0252
970,0.9204,0.9070,-0.0134
971,0.8548,0.8938,0.0390
972,0.8948,0.9314,0.0366
973,0.8706,0.8770,0.0064
974,0.9060,0.8930,-0.0130
975,0.8790,0.8520,-0.0270
976,0.7936,0.8428,0.0492
977,0.7728,0.7818,0.0090
978,0.9198,0.9270,0.0072
979,0.8182,0.8114,-0.0068
980,0.8690,0.8524,-0.0166
981,0.8480,0.8192,-0.0288
982,0.8720,0.8734,0.0014
983,0.8060,0.8422,0.0362
984,0.9094,0.9392,0.0298
985,0.8176,0.8260,0.0084
986,0.8500,0.8444,-0.0056
987,0.9264,0.9452,0.0188
988,0.8248,0.8226,-0.0022
989,0.9034,0.8524,-0.0510
990,0.8516,0.8608,0.0092
991,0.9310,0.9452,0.0142
992,0.8416,0.8478,0.0062
993,0.8658,0.8468,-0.0190
994,0.8520,0.8686,0.0166
995,0.8450,0.8410,-0.0040
996,0.8994,0.9072,0.0078
997,0.8528,0.8508,-0.0020
998,0.8768,0.8854,0.0086
999,0.8544,0.8258,-0.0286
1000,0.8740,0.8808,0.0068
1001,0.8236,0.8198,-0.0038
1002,0.9222,0.9242,0.0020
1003,0.9038,0.8994,-0.0044
1004,0.8476,0.8440,-0.0036
1005,0.9140,0.9230,0.0090
1006,0.8252,0.8488,0.0236
1007,0.9084,0.9136,0.0052
1008,0.8646,0.8990,0.0344
1009,0.8462,0.8476,0.0014
1010,0.8748,0.8912,0.0164
1011,0.8214,0.8522,0.0308
1012,0.8986,0.9010,0.0024
1013,0.8740,0.8656,-0.0084
1014,0.8482,0.8712,0.0230
1015,0.8216,0.8498,0.0282
1016,0.8456,0.8498,0.0042
1017,0.8970,0.8878,-0.0092
1018,0.8452,0.8678,0.0226
1019,0.8992,0.8942,-0.0050
1020,0.8558,0.8892,0.0334
1021,0.8494,0.8540,0.0046
1022,0.8700,0.8764,0.0064
1023,0.8734,0.8682,-0.0052
1024,0.8754,0.8622,-0.0132
1025,0.8978,0.9160,0.0182
1026,0.9096,0.9338,0.0242
1027,0.8996,0.9170,0.0174
1028,0.9074,0.9190,0.0116
1029,0.8644,0.8822,0.0178
1030,0.8510,0.8596,0.0086
1031,0.8448,0.8524,0.0076
1032,0.9368,0.9186,-0.0182
1033,0.8406,0.8318,-0.0088
1034,0.9176,0.9150,-0.0026
1035,0.8820,0.8678,-0.0142
1036,0.8764,0.9170,0.0406
1037,0.8566,0.8808,0.0242
1038,0.8516,0.8574,0.0058
1039,0.8634,0.8682,0.0048
1040,0.8996,0.8882,-0.0114
1041,0.8730,0.8924,0.0194
1042,0.8650,0.9162,0.0512
1043,0.9382,0.8988,-0.0394
1044,0.8886,0.8874,-0.0012
1045,0.8914,0.8822,-0.0092
1046,0.9046,0.9102,0.0056
1047,0.8598,0.8574,-0.0024
1048,0.8708,0.8986,0.0278
1049,0.8848,0.9278,0.0430
1050,0.8870,0.9068,0.0198
1051,0.8526,0.8648,0.0122
1052,0.8658,0.8610,-0.0048
1053,0.8796,0.8512,-0.0284
1054,0.9306,0.9254,-0.0052
1055,0.8270,0.8366,0.0096
1056,0.8116,0.8622,0.0506
1057,0.8902,0.8660,-0.0242
1058,0.8614,0.8802,0.0188
1059,0.8956,0.9048,0.0092
1060,0.8932,0.9050,0.0118
1061,0.8788,0.8418,-0.0370
1062,0.9426,0.9506,0.0080
1063,0.8854,0.8686,-0.0168
1064,0.8272,0.8552,0.0280
1065,0.9048,0.9232,0.0184
1066,0.8818,0.8790,-0.0028
1067,0.8038,0.8098,0.0060
1068,0.9304,0.9240,-0.0064
1069,0.8370,0.8358,-0.0012
1070,0.8844,0.9078,0.0234
1071,0.8874,0.8786,-0.0088
1072,0.8944,0.8720,-0.0224
1073,0.8326,0.8336,0.0010
1074,0.8464,0.8350,-0.0114
1075,0.9016,0.8986,-0.0030
1076,0.8648,0.8450,-0.0198
1077,0.8740,0.9106,0.0366
1078,0.8772,0.8940,0.0168
1079,0.9004,0.9230,0.0226
1080,0.9142,0.8602,-0.0540
1081,0.9582,0.9122,-0.0460
1082,0.8394,0.8776,0.0382
1083,0.8340,0.8470,0.0130
1084,0.9152,0.8848,-0.0304
1085,0.8708,0.9048,0.0340
1086,0.7938,0.8234,0.0296
1087,0.8834,0.8642,-0.0192
1088,0.8946,0.8942,-0.0004
1089,0.9206,0.9030,-0.0176
1090,0.8716,0.8756,0.0040
1091,0.8612,0.8906,0.0294
1092,0.8950,0.9014,0.0064
1093,0.9228,0.9014,-0.0214
1094,0.8238,0.8488,0.0250
1095,0.9570,0.9428,-0.0142
1096,0.8906,0.8792,-0.0114
1097,0.9154,0.9294,0.0140
1098,0.8832,0.8762,-0.0070
1099,0.8356,0.8528,0.0172
1100,0.8952,0.8912,-0.0040
1101,0.8616,0.8616,-0.0000
1102,0.8876,0.8884,0.0008
1103,0.8736,0.9016,0.0280
1104,0.8834,0.8882,0.0048
1105,0.8946,0.9014,0.0068
1106,0.8942,0.9098,0.0156
1107,0.8386,0.8450,0.0064
1108,0.8648,0.8660,0.0012
1109,0.8746,0.8926,0.0180
1110,0.8534,0.8686,0.0152
1111,0.9032,0.8952,-0.0080
1112,0.9330,0.9470,0.0140
1113,0.8312,0.8248,-0.0064
1114,0.8724,0.8688,-0.0036
1115,0.8642,0.8556,-0.0086
1116,0.8954,0.9006,0.0052
1117,0.8918,0.9124,0.0206
1118,0.8510,0.8786,0.0276
1119,0.8760,0.8766,0.0006
1120,0.8708,0.8632,-0.0076
1121,0.8196,0.8558,0.0362
1122,0.8854,0.8700,-0.0154
1123,0.8906,0.9024,0.0118
1124,0.8970,0.8926,-0.0044
1125,0.8882,0.8952,0.0070
1126,0.9104,0.8890,-0.0214
1127,0.9048,0.9158,0.0110
1128,0.8984,0.9156,0.0172
1129,0.8434,0.8414,-0.0020
1130,0.8720,0.8840,0.0120
1131,0.8972,0.9192,0.0220
1132,0.8758,0.8890,0.0132
1133,0.8738,0.8776,0.0038
1134,0.9312,0.9486,0.0174
1135,0.8700,0.8986,0.0286
1136,0.8356,0.7908,-0.0448
1137,0.8848,0.9034,0.0186
1138,0.8562,0.8614,0.0052
1139,0.8296,0.8676,0.0380
1140,0.9088,0.9178,0.0090
1141,0.8820,0.8836,0.0016
1142,0.8310,0.8348,0.0038
1143,0.8804,0.8842,0.0038
1144,0.8456,0.8726,0.0270
1145,0.8620,0.8570,-0.0050
1146,0.9064,0.9072,0.0008
1147,0.8806,0.9424,0.0618
1148,0.9028,0.8776,-0.0252
1149,0.8648,0.8750,0.0102
1150,0.8380,0.8472,0.0092
1151,0.9368,0.9332,-0.0036
1152,0.8892,0.9526,0.0634
1153,0.8840,0.8708,-0.0132
1154,0.8882,0.8774,-0.0108
1155,0.8404,0.8416,0.0012
1156,0.8946,0.9070,0.0124
1157,0.8216,0.8664,0.0448
1158,0.8574,0.8676,0.0102
1159,0.9184,0.8990,-0.0194
1160,0.8956,0.8736,-0.0220
1161,0.9190,0.9420,0.0230
1162,0.8230,0.8630,0.0400
1163,0.8576,0.8224,-0.0352
1164,0.8754,0.8766,0.0012
1165,0.8474,0.8932,0.0458
1166,0.8488,0.8782,0.0294
1167,0.8874,0.8844,-0.0030
1168,0.8856,0.8576,-0.0280
1169,0.8686,0.8578,-0.0108
1170,0.8596,0.8066,-0.0530
1171,0.9020,0.9066,0.0046
1172,0.8834,0.9074,0.0240
1173,0.9342,0.9276,-0.0066
1174,0.8374,0.8116,-0.0258
1175,0.8952,0.9032,0.0080
1176,0.8034,0.8220,0.0186
1177,0.8808,0.8784,-0.0024
1178,0.8562,0.8694,0.0132
1179,0.8526,0.8372,-0.0154
1180,0.8776,0.8906,0.0130
1181,0.8554,0.8078,-0.0476
1182,0.8340,0.8594,0.0254
1183,0.8776,0.8786,0.0010
1184,0.8728,0.8848,0.0120
1185,0.8794,0.8578,-0.0216
1186,0.9046,0.9032,-0.0014
1187,0.8716,0.9274,0.0558
1188,0.8048,0.8008,-0.0040
1189,0.9118,0.9140,0.0022
1190,0.8526,0.8488,-0.0038
1191,0.9098,0.8830,-0.0268
1192,0.8418,0.8312,-0.0106
1193,0.8508,0.8614,0.0106
1194,0.8860,0.8540,-0.0320
1195,0.9184,0.8980,-0.0204
1196,0.8796,0.8610,-0.0186
1197,0.8700,0.8814,0.0114
1198,0.9194,0.9292,0.0098
1199,0.9152,0.9138,-0.0014
1200,0.8136,0.8228,0.0092
1201,0.8756,0.8820,0.0064
1202,0.9068,0.9186,0.0118
1203,0.8160,0.8334,0.0174
1204,0.9004,0.9028,0.0024
1205,0.9132,0.9338,0.0206
1206,0.9230,0.9066,-0.0164
1207,0.8714,0.8968,0.0254
1208,0.8824,0.8844,0.0020
1209,0.8882,0.8668,-0.0214
1210,0.8634,0.8758,0.0124
1211,0.8216,0.8480,0.0264
1212,0.8930,0.9002,0.0072
1213,0.9118,0.9200,0.0082
1214,0.8766,0.8810,0.0044
1215,0.8816,0.8922,0.0106
1216,0.8570,0.8688,0.0118
1217,0.9016,0.9230,0.0214
1218,0.8602,0.9028,0.0426
1219,0.8816,0.9076,0.0260
1220,0.8826,0.9030,0.0204
1221,0.8324,0.8572,0.0248
1222,0.8882,0.9056,0.0174
1223,0.8500,0.8764,0.0264
1224,0.9078,0.8920,-0.0158
1225,0.9116,0.9270,0.0154
1226,0.7926,0.8118,0.0192
1227,0.8758,0.8756,-0.0002
1228,0.8590,0.8768,0.0178
1229,0.8598,0.8652,0.0054
1230,0.8804,0.8936,0.0132
1231,0.8792,0.8822,0.0030
1232,0.8650,0.8952,0.0302
1233,0.8958,0.8908,-0.0050
1234,0.8634,0.8422,-0.0212
1235,0.8970,0.8848,-0.0122
1236,0.9166,0.9420,0.0254
1237,0.8668,0.8684,0.0016
1238,0.8170,0.8362,0.0192
1239,0.9042,0.8662,-0.0380
1240,0.9302,0.9438,0.0136
1241,0.8764,0.9050,0.0286
1242,0.8302,0.8348,0.0046
1243,0.8594,0.8618,0.0024
1244,0.9076,0.9052,-0.0024
1245,0.8500,0.8492,-0.0008
1246,0.8714,0.8646,-0.0068
1247,0.9194,0.9280,0.0086
1248,0.8610,0.8622,0.0012
1249,0.8178,0.8266,0.0088
1250,0.8946,0.9192,0.0246
1251,0.8244,0.7974,-0.0270
1252,0.8806,0.8656,-0.0150
1253,0.8088,0.8368,0.0280
1254,0.7786,0.8110,0.0324
1255,0.8438,0.8590,0.0152
1256,0.8720,0.8570,-0.0150
1257,0.9426,0.9180,-0.0246
1258,0.8972,0.8976,0.0004
1259,0.8960,0.9128,0.0168
1260,0.8458,0.8296,-0.0162
1261,0.9480,0.9416,-0.0064
1262,0.8866,0.8664,-0.0202
1263,0.8162,0.8494,0.0332
1264,0.8380,0.8512,0.0132
1265,0.8546,0.8954,0.0408
1266,0.8392,0.8252,-0.0140
1267,0.8750,0.8732,-0.0018
1268,0.8754,0.8928,0.0174
1269,0.8800,0.8752,-0.0048
1270,0.8320,0.8378,0.0058
1271,0.8700,0.8652,-0.0048
1272,0.8724,0.8626,-0.0098
1273,0.8084,0.8088,0.0004
1274,0.8518,0.8478,-0.0040
1275,0.7580,0.7960,0.0380
1276,0.8312,0.8068,-0.0244
1277,0.8050,0.7684,-0.0366
1278,0.8942,0.9136,0.0194
1279,0.9018,0.8904,-0.0114
1280,0.8644,0.9034,0.0390
1281,0.8156,0.8104,-0.0052
1282,0.8846,0.8726,-0.0120
1283,0.9192,0.9326,0.0134
1284,0.8942,0.9190,0.0248
1285,0.8686,0.8426,-0.0260
1286,0.8632,0.8776,0.0144
1287,0.9078,0.9004,-0.0074
1288,0.8938,0.8462,-0.0476
1289,0.8060,0.8322,0.0262
1290,0.9084,0.9258,0.0174
1291,0.8398,0.8320,-0.0078
1292,0.8580,0.8658,0.0078
1293,0.8296,0.8348,0.0052
1294,0.8414,0.8374,-0.0040
1295,0.9384,0.9296,-0.0088
1296,0.8404,0.8462,0.0058
1297,0.9464,0.9274,-0.0190
1298,0.8354,0.8340,-0.0014
1299,0.8964,0.8918,-0.0046
1300,0.9044,0.9056,0.0012
1301,0.8242,0.8258,0.0016
1302,0.9046,0.9158,0.0112
1303,0.8374,0.8498,0.0124
1304,0.9272,0.9300,0.0028
1305,0.8670,0.8754,0.0084
1306,0.9054,0.9090,0.0036
1307,0.8596,0.8676,0.0080
1308,0.9058,0.8890,-0.0168
1309,0.9018,0.9144,0.0126
1310,0.8364,0.8802,0.0438
1311,0.8334,0.8226,-0.0108
1312,0.9116,0.9022,-0.0094
1313,0.8480,0.8294,-0.0186
1314,0.8760,0.9068,0.0308
1315,0.8516,0.8490,-0.0026
1316,0.8568,0.8580,0.0012
1317,0.8550,0.8806,0.0256
1318,0.8464,0.8162,-0.0302
1319,0.8740,0.9210,0.0470
1320,0.9188,0.9544,0.0356
1321,0.8654,0.8726,0.0072
1322,0.9162,0.8864,-0.0298
1323,0.8822,0.8972,0.0150
1324,0.8902,0.8958,0.0056
1325,0.8638,0.8534,-0.0104
1326,0.8740,0.8936,0.0196
1327,0.8460,0.8642,0.0182
1328,0.8826,0.8790,-0.0036
1329,0.8794,0.8742,-0.0052
1330,0.7980,0.8264,0.0284
1331,0.8696,0.8726,0.0030
1332,0.8312,0.8384,0.0072
1333,0.9092,0.8908,-0.0184
1334,0.8888,0.8970,0.0082
1335,0.8640,0.8974,0.0334
1336,0.8724,0.8626,-0.0098
1337,0.8194,0.8102,-0.0092
1338,0.8288,0.8390,0.0102
1339,0.8576,0.8624,0.0048
1340,0.8492,0.8700,0.0208
1341,0.8020,0.8218,0.0198
1342,0.8312,0.8270,-0.0042
1343,0.8522,0.8440,-0.0082
1344,0.9064,0.9306,0.0242
1345,0.8512,0.8640,0.0128
1346,0.9274,0.9312,0.0038
1347,0.8368,0.8180,-0.0188
1348,0.8752,0.9120,0.0368
1349,0.8986,0.8868,-0.0118
1350,0.8666,0.8988,0.0322
1351,0.8342,0.8740,0.0398
1352,0.8496,0.9008,0.0512
1353,0.8792,0.8830,0.0038
1354,0.7934,0.7976,0.0042
1355,0.8690,0.9008,0.0318
1356,0.9014,0.9042,0.0028
1357,0.9200,0.9140,-0.0060
1358,0.8100,0.8136,0.0036
1359,0.9044,0.8984,-0.0060
1360,0.8552,0.8092,-0.0460
1361,0.8868,0.8946,0.0078
1362,0.8894,0.9162,0.0268
1363,0.8616,0.8596,-0.0020
1364,0.8900,0.8682,-0.0218
1365,0.8864,0.9024,0.0160
1366,0.8830,0.8992,0.0162
1367,0.8396,0.8416,0.0020
1368,0.8584,0.8862,0.0278
1369,0.8784,0.8634,-0.0150
1370,0.8798,0.8690,-0.0108
1371,0.8432,0.8436,0.0004
1372,0.8200,0.8460,0.0260
1373,0.9054,0.8982,-0.0072
1374,0.8854,0.8620,-0.0234
1375,0.8482,0.8462,-0.0020
1376,0.9278,0.9016,-0.0262
1377,0.8406,0.8376,-0.0030
1378,0.8282,0.8578,0.0296
1379,0.8762,0.8628,-0.0134
1380,0.8330,0.8548,0.0218
1381,0.9018,0.8618,-0.0400
1382,0.8762,0.8746,-0.0016
1383,0.8316,0.8358,0.0042
1384,0.8730,0.9044,0.0314
1385,0.9038,0.8902,-0.0136
1386,0.9078,0.8898,-0.0180
1387,0.8388,0.8708,0.0320
1388,0.8554,0.8200,-0.0354
1389,0.8390,0.8366,-0.0024
1390,0.8738,0.8712,-0.0026
1391,0.8332,0.8350,0.0018
1392,0.9420,0.9314,-0.0106
1393,0.8306,0.8192,-0.0114
1394,0.8632,0.8640,0.0008
1395,0.9032,0.8806,-0.0226
1396,0.8556,0.8644,0.0088
1397,0.8660,0.8776,0.0116
1398,0.8914,0.8818,-0.0096
1399,0.8726,0.8620,-0.0106
1400,0.8726,0.8678,-0.0048
1401,0.9206,0.9148,-0.0058
1402,0.8688,0.8624,-0.0064
1403,0.8926,0.8820,-0.0106
1404,0.8520,0.8648,0.0128
1405,0.8420,0.8654,0.0234
1406,0.8822,0.8862,0.0040
1407,0.8632,0.9032,0.0400
1408,0.8382,0.8620,0.0238
1409,0.9236,0.9258,0.0022
1410,0.8964,0.9038,0.0074
1411,0.8690,0.9128,0.0438
1412,0.8748,0.8926,0.0178
1413,0.9150,0.8730,-0.0420
1414,0.8908,0.9204,0.0296
1415,0.8872,0.8916,0.0044
1416,0.9428,0.9478,0.0050
1417,0.8492,0.8562,0.0070
1418,0.9018,0.9122,0.0104
1419,0.9062,0.9220,0.0158
1420,0.8786,0.9054,0.0268
1421,0.8632,0.8228,-0.0404
1422,0.8680,0.8810,0.0130
1423,0.8780,0.8700,-0.0080
1424,0.8606,0.9052,0.0446
1425,0.9170,0.9094,-0.0076
1426,0.8914,0.8854,-0.0060
1427,0.8044,0.8076,0.0032
1428,0.8726,0.8822,0.0096
1429,0.9178,0.8870,-0.0308
1430,0.8150,0.7852,-0.0298
1431,0.8724,0.8676,-0.0048
1432,0.9142,0.9298,0.0156
1433,0.8656,0.8598,-0.0058
1434,0.8420,0.8500,0.0080
1435,0.8384,0.8502,0.0118
1436,0.8670,0.8862,0.0192
1437,0.8646,0.8498,-0.0148
1438,0.8364,0.8574,0.0210
1439,0.8478,0.8332,-0.0146
1440,0.8588,0.8592,0.0004
1441,0.8740,0.8822,0.0082
1442,0.9030,0.9172,0.0142
1443,0.8816,0.8794,-0.0022
1444,0.8340,0.8374,0.0034
1445,0.9228,0.8956,-0.0272
1446,0.8588,0.8678,0.0090
1447,0.8270,0.8426,0.0156
1448,0.9014,0.8952,-0.0062
1449,0.9246,0.8890,-0.0356
1450,0.8530,0.8776,0.0246
1451,0.8702,0.8914,0.0212
1452,0.9034,0.8532,-0.0502
1453,0.8816,0.9014,0.0198
1454,0.8004,0.8188,0.0184
1455,0.9204,0.9182,-0.0022
1456,0.8690,0.8716,0.0026
1457,0.8562,0.8570,0.0008
1458,0.8680,0.8690,0.0010
1459,0.8066,0.8386,0.0320
1460,0.8450,0.8392,-0.0058
1461,0.8120,0.8732,0.0612
1462,0.8544,0.8502,-0.0042
1463,0.8758,0.8828,0.0070
1464,0.7886,0.8004,0.0118
1465,0.8740,0.8550,-0.0190
1466,0.8662,0.8830,0.0168
1467,0.8642,0.8702,0.0060
1468,0.9040,0.9050,0.0010
1469,0.8522,0.8532,0.0010
1470,0.8440,0.8348,-0.0092
1471,0.7876,0.8274,0.0398
1472,0.8130,0.8262,0.0132
1473,0.8910,0.8928,0.0018
1474,0.9108,0.9098,-0.0010
1475,0.8238,0.8896,0.0658
1476,0.8228,0.8384,0.0156
1477,0.9426,0.9186,-0.0240
1478,0.8548,0.8622,0.0074
1479,0.8632,0.8890,0.0258
1480,0.8494,0.8528,0.0034
1481,0.8880,0.8876,-0.0004
1482,0.8606,0.8740,0.0134
1483,0.8830,0.8814,-0.0016
1484,0.9084,0.9124,0.0040
1485,0.8444,0.8492,0.0048
1486,0.7948,0.8008,0.0060
1487,0.8758,0.8534,-0.0224
1488,0.8622,0.8524,-0.0098
1489,0.8882,0.8734,-0.0148
1490,0.8450,0.8656,0.0206
1491,0.8304,0.8410,0.0106
1492,0.9026,0.9104,0.0078
1493,0.7886,0.7878,-0.0008
1494,0.8736,0.8482,-0.0254
1495,0.8714,0.8822,0.0108
1496,0.8526,0.8704,0.0178
1497,0.9114,0.8674,-0.0440
1498,0.8812,0.8624,-0.0188
1499,0.8878,0.8938,0.0060
1500,0.8954,0.8910,-0.0044
1501,0.9082,0.9118,0.0036
1502,0.8538,0.8514,-0.0024
1503,0.8996,0.9232,0.0236
1504,0.8612,0.8676,0.0064
1505,0.8614,0.8782,0.0168
1506,0.8852,0.8782,-0.0070
1507,0.8744,0.8656,-0.0088
1508,0.8948,0.9304,0.0356
1509,0.8376,0.8326,-0.0050
1510,0.8972,0.8952,-0.0020
1511,0.9270,0.9250,-0.0020
1512,0.8918,0.9180,0.0262
1513,0.8850,0.8784,-0.0066
1514,0.9468,0.9318,-0.0150
1515,0.8184,0.8374,0.0190
1516,0.8732,0.8874,0.0142
1517,0.8728,0.8912,0.0184
1518,0.8380,0.8518,0.0138
1519,0.9034,0.9058,0.0024
1520,0.9372,0.9214,-0.0158
1521,0.8956,0.8826,-0.0130
1522,0.8878,0.8808,-0.0070
1523,0.8530,0.8670,0.0140
1524,0.8682,0.8726,0.0044
1525,0.8490,0.8502,0.0012
1526,0.8710,0.8974,0.0264
1527,0.9116,0.9252,0.0136
1528,0.8972,0.9014,0.0042
1529,0.9298,0.9660,0.0362
1530,0.8764,0.8878,0.0114
1531,0.9050,0.9490,0.0440
1532,0.9328,0.9176,-0.0152
1533,0.8268,0.8134,-0.0134
1534,0.8314,0.8468,0.0154
1535,0.8232,0.8506,0.0274
1536,0.9128,0.9268,0.0140
1537,0.8764,0.8834,0.0070
1538,0.8644,0.8838,0.0194
1539,0.9124,0.8712,-0.0412
1540,0.9124,0.8938,-0.0186
1541,0.8708,0.8498,-0.0210
1542,0.8614,0.8754,0.0140
1543,0.8736,0.8830,0.0094
1544,0.8726,0.8702,-0.0024
1545,0.9264,0.9456,0.0192
1546,0.9230,0.9404,0.0174
1547,0.9206,0.9256,0.0050
1548,0.9294,0.9402,0.0108
1549,0.8292,0.8186,-0.0106
1550,0.8266,0.8600,0.0334
1551,0.9098,0.9304,0.0206
1552,0.9076,0.9088,0.0012
1553,0.8312,0.8580,0.0268
1554,0.8694,0.8798,0.0104
1555,0.9270,0.9444,0.0174
1556,0.9202,0.9164,-0.0038
1557,0.8734,0.8706,-0.0028
1558,0.8522,0.8522,-0.0000
1559,0.8650,0.8628,-0.0022
1560,0.8570,0.8656,0.0086
1561,0.9006,0.9074,0.0068
1562,0.8578,0.8876,0.0298
1563,0.8824,0.8960,0.0136
1564,0.8976,0.9328,0.0352
1565,0.9086,0.9052,-0.0034
1566,0.8708,0.8848,0.0140
1567,0.8834,0.8598,-0.0236
1568,0.8680,0.8498,-0.0182
1569,0.8312,0.8446,0.0134
1570,0.8992,0.9150,0.0158
1571,0.8318,0.8518,0.0200
1572,0.8498,0.8176,-0.0322
1573,0.8822,0.9026,0.0204
1574,0.9026,0.8592,-0.0434
