window_start,window_end,frozen_auc,incr_auc,periodic_auc
500400,500450,0.6438,0.9102,0.9081999999999999
500450,500500,0.6453999999999999,0.9688,0.9692000000000001
500500,500550,0.54,0.8634000000000001,0.8578
500550,500600,0.502,0.885,0.897
500600,500650,0.6302,0.9464,0.9568
500650,500700,0.5964,0.9097999999999999,0.9081999999999999
500700,500750,0.5733999999999999,0.8603999999999999,0.8552000000000001
500750,500800,0.5294,0.9520000000000001,0.9359999999999999
500800,500850,0.7994000000000001,0.9612,0.9576000000000001
500850,500900,0.7370000000000001,0.9596,0.9568000000000001
500900,500950,0.6014,0.9462,0.9430000000000001
500950,501000,0.5934,0.9726,0.9718
501000,501050,0.608,0.983,0.9858
501050,501100,0.5850000000000001,0.922,0.9228
501100,501150,0.5708,0.885,0.8858
501150,501200,0.7158000000000001,0.9056000000000001,0.9104
501200,501250,0.6648,0.9338,0.9254
501250,501300,0.5916,0.9410000000000001,0.9286
501300,501350,0.5846,0.9086,0.9134
501350,501400,0.5716,0.8771999999999999,0.8636
501400,501450,0.5841999999999999,0.9202,0.8974000000000001
501450,501500,0.5648,0.9653999999999999,0.9574
501500,501550,0.6324000000000001,0.9843999999999999,0.968
501550,501600,0.5658000000000001,0.8837999999999999,0.8894
501600,501650,0.5738,0.9558,0.9494
501650,501700,0.5764,0.8966000000000001,0.8962
501700,501750,0.5926,0.9260000000000002,0.9359999999999999
501750,501800,0.6218,0.9002,0.875
501800,501850,0.5782,0.9339999999999999,0.936
501850,501900,0.4904,0.8266,0.8062
501900,501950,0.569,0.8003999999999999,0.8039999999999999
501950,502000,0.517,0.9062,0.9162
502000,502050,0.5716,0.9176000000000001,0.888
502050,502100,0.5646,0.8720000000000001,0.8676
502100,502150,0.532,0.9002,0.911
502150,502200,0.5122,0.9454,0.9458
502200,502250,0.5237999999999999,0.7968000000000001,0.8011999999999999
502250,502300,0.5414000000000001,0.8658,0.8318000000000001
502300,502350,0.5709999999999998,0.8918,0.8946000000000001
502350,502400,0.578,0.9099999999999999,0.9027999999999999
502400,502450,0.6165999999999999,0.9202,0.9249999999999999
502450,502500,0.5566,0.9248,0.926
502500,502550,0.6308,0.9004000000000001,0.9024
502550,502600,0.555,0.8565999999999999,0.8482
502600,502650,0.5756,0.9234,0.9354
502650,502700,0.5024,0.8775999999999999,0.8752000000000001
502700,502750,0.5938,0.8544,0.8603999999999999
502750,502800,0.61,0.8672000000000001,0.8623999999999999
502800,502850,0.5736000000000001,0.8580000000000001,0.8728
502850,502900,0.5702,0.888,0.8907999999999999
502900,502950,0.542,0.881,0.8546
502950,503000,0.5922000000000001,0.9443999999999999,0.9264
503000,503050,0.5653999999999999,0.8916,0.89
503050,503100,0.6157999999999999,0.8834000000000001,0.8842
503100,503150,0.5356000000000001,0.8558000000000001,0.8597999999999999
503150,503200,0.6370000000000001,0.8396,0.8464
503200,503250,0.5691999999999999,0.9398,0.9406
503250,503300,0.6397999999999999,0.9141999999999999,0.9198000000000001
503300,503350,0.5648,0.8638,0.881
503350,503400,0.5758,0.8894000000000001,0.8745999999999999
503400,503450,0.5094000000000001,0.8966,0.889
503450,503500,0.6412,0.8486,0.8578
503500,503550,0.5956000000000001,0.9112,0.9024000000000001
503550,503600,0.589,0.8828,0.8815999999999999
503600,503650,0.6034,0.8982,0.8934
